hexagram_id,hexagram_name,line_number,fortune_value,fortune_text,interpretation
20,風地観,4,1,吉,"「国,社会の動きを見る.王に引きたてられてアドバイザーになる」。観光という言葉はここからきたものです。見識の広さを見込まれて､上司の引き立てを受けたりする時です。充分に観察して、充分に考えて行動することです。◎良い時です。"
20,風地観,5,1,吉,「自分の生きざまをよく反省する。君子がこのようであれば問題ない」。責任ある立場に立たされて、気の抜けない時です。また、自分を省みるだけでなく、「人の振り見て我が振り直す」べき時でもあります。あなたが上司なら、部下を見て、日ごろの自分の行いを反省すべきです。◎良い時です。
20,風地観,6,1,吉,「広く社会全体を見る。君子がこのようであれば問題ない」。超然と構えて、些細なことには関わらないことです。◎良い時です。
21,火雷噬嗑,1,0,平,「校」は足かせのこと。「足かせをはかせて足を傷つけ、歩けないようにする程度で問題はない」。相手は小物ですから、少し懲らしめてやれば効果てきめんの時です。しかし､あなたが今やろうとしていることは踏みとどまるべきでしょう。
21,火雷噬嗑,2,0,平,「肌に噬かみつき、鼻を傷つける程度で問題はない」。相手はかなり手強いので「柔よく剛を制す」、つまり、ソフトムードで粘る時です。
21,火雷噬嗑,3,0,平,「せき肉」は小鳥を丸ごと干したもの。「干肉を噬（か）んで毒に当たる。少し腐っていたが問題はない」。敵はどうも腹に一物ありそうです。また､今あなたがなそうとしていることは意外と難しく、力量不足の感があります。再考しましょう。
21,火雷噬嗑,4,1,吉,「乾〓」は骨つきの肉のこと。「艱貞」は困難に耐えて貞正を守ること。「骨つきの肉を噬んだら金の矢じりが出てきた。苦しみに耐え貞正であれば良い。吉」。苦労のし甲斐があって、なかなかの成果が得られます。がんばり時です。◎良い時です。
21,火雷噬嗑,5,1,吉,「干肉を噬（か）んだら黄金が出てきた。貞正にしていても歯が欠けるような危険を伴う。だが、問題はない」。多少の危険も何のその、やり抜くことで予期せぬ利益が得られる時です。◎良い時です。
21,火雷噬嗑,6,-1,凶,「校」は首かせのこと。「首かせをはめられて耳を傷つける。凶」。突然、クビを言い渡されるなど、つんぼ桟敷におかれるような目に遭う時です。すべて身から出たサビだといえましょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
22,山火賁,1,0,平,「足を飾る程度。格好の良い車などに乗らず歩いていく」。確実に､本来持っているものを生かして進みましょう。会社では業者からの接待、ワイロなどの誘惑に乗らないことです。
22,山火賁,2,0,平,「須」はひげのこと。「自然にはえてくるあごひげを飾る程度なら良い」。口があってのあごひげ、ただ従うだけの時です。才能がないのだから仕方ないかも。あるいは、体裁だけで中身のない時です。交渉などには要注意。
22,山火賁,3,1,吉,「賁如」はかざりたてること。「濡如」はみずみずしいこと。「美しくみずみずしく飾りたてた姿。このままいつまでも貞正にしていれば吉」。きらびやかな美しさ、それはそれで見事だから良いのです。
22,山火賁,4,1,吉,「賁如」は飾りたてること。「白番」は白髪。「翰」は白い馬。「寇」は敵、賊のこと「白い虚飾のない馬がやって来る。敵ではなく求婚しに来たのだ」。飾り気のない人の援助を得られる時です。飾らない態度、控えめな態度で臨むべきです。◎良い時です。
22,山火賁,5,1,吉,「束帛戔戔」とは少なくて貧しいこと。「丘や畑を質素に飾る程度。」一時非難されるが、ケチケチぐらいのほうが最終的には吉」。何事も質素倹約を心がける時、その努力が後で好結果を生むでしょう。◎良い時です。
22,山火賁,6,0,平,「白く飾る。問題はない」。白色は美しい。最高の美しさを求めていけば、結局､行き着くところは質素で飾らない自然のままの姿になるでしょう。飾り気を捨て、内面を充実する時、精神的な喜びがあります。
23,山地剥,1,-1,凶,「牀」はベッド。「蔑」は滅ぼすこと。「ベッドの脚が崩れる。貞正を失えば凶」。足元の揺らぎ始めている時です。部下の造反などに目を光らせるべきです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
23,山地剥,2,-1,凶,「牀」はベッド。「弁」はベッドの脚の付け根のこと。「蔑」は滅ぼすこと。「ベッドの脚の付け根が崩れる。貞正を失えば凶」。
23,山地剥,3,0,平,「ベッド本体が崩れるが問題はない」。たとえ仲間はずれになってでも正道を守るべき時です。つまらない連中とはキッパリ手を切りましょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
23,山地剥,4,-1,凶,「牀」はベッド。「膚」は人の皮膚、すなわち人のこと。「ベッドが崩れて人の上にまで危険が及ぶ。凶」。あなたの身にこの上なく危険が迫っている時です。身一つで至急逃げるしかないでしょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
23,山地剥,5,0,平,「魚」は衆陰（初爻から５爻まで）を指す。「魚の目指しの如く女官を従えて、君の寵愛をうけるようであれば、よろしい」。災いの渦中の一服か､あなたの従順さが愛され､上司の引き立てを受ける時です。妥協策を講じて無難な時。
23,山地剥,6,0,平,「碩果」は大きな果実。「輿」は車。「廬」はすみかのこと。「たった一つ残った大きな果実を誰も食べることはできない。君子は馬に乗り、小人は住む所すらない」。災難の時が崩れ去って、新しい状態に移り変わろうとしている時です。時の審判を仰ぎましょう。実力のある人ならば､やっと日の目を見る時が来ました。今は無理をせず、再起に備えることです。
24,地雷復,1,2,大吉,「正しい道にから外れても、遠からぬうちに帰るので後悔することはない。大いに吉」。今は実力を蓄えて帰る準備をする段階です。あなた自身のことを振り返って欠点や過ちを正すことです。◎良い時です。
24,地雷復,2,1,吉,「よく正しい道に帰るので吉」。もう一度チャレンジする時です。身近な良い人達と仲良く帰ることです。◎良い時です。
24,地雷復,3,0,平,「しきりに帰る。危なっかしいが問題はない」。迷いに迷い、意志が弱く､気持ちが動揺しては失敗を繰り返しやすい時です。じっくりと先を見通して動くこと。
24,地雷復,4,0,平,「中行」は行い当たる。すなわち正しい道、中道のこと。「正しい道に一人で帰る」。悪い仲間と手を切って、独立独歩でわが道に立ち帰る時です。
24,地雷復,5,1,吉,「篤実なる心をもって帰る。悔いはない」。人に頼らず、自分の誠をもって対処していく時です。真面目さがあなたの取り柄なのです。◎良い時です。
24,地雷復,6,-1,凶,「災[生/目]」は天災と人災。「師」は戦争のこと。「帰る道を迷い失う。凶。天災と人災に遭う。こうし者が戦争を行なえば大敗する。国君の力を借りても凶。十年たっても敵を征伐することはできない」。正しい道に立ち帰るべき地雷復の時に、天道に背き、自分の過ちを改めることをまったくしなかったことへの当然の報いを受ける時です。大きな事を行なえば､十年間はダメージが続くものと覚悟することです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
25,天雷无妄,1,1,吉,｢天に従い、小細工をしないで無心に進むなら吉」。あるがままの姿でいきましょう。
25,天雷无妄,2,0,平,｢〓」は新しい田。｢余/田］」は二年目の田。「田畑の手入れを何もしないで、放ったらかしにしておいて自然にできた物だけを収穫し、土地の手入れをすることなく田畑をつくるようであれば、進んで良い」。報酬や利益を一切求めずに、成り行きに任せればうまくいく時です。
25,天雷无妄,3,0,平,「行人」は通りすがりの旅人。「邑人」は村人。「天雷无妄の時の災いとは、ある人が牛をつないでいたら、通りがかりの者が盗んで連れていったようなものだ。村人が疑われて大迷惑｣。とんでもない災難に巻き込まれやすい時です。義理があっても、何事にも関係しないのが一番の得策です。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
25,天雷无妄,4,0,平,「貞正にしていれば問題はない」。現状維持に徹する時です。
25,天雷无妄,5,0,平,「天雷无妄の時の病気は、薬を用いなくても治せて、喜びを得られる.」。人為的な特別な手段を用いなくても、放っておけば、自然に問題が解決する時です。慌てない､慌てない。◎天雷无妄の中では良い時です。
25,天雷无妄,6,-1,凶,「天雷无妄の時、これ以上望みを起こして進めば、ひどい目に遭う。良いことはない」。思い違いもはなはだしい時です。災いを避けたいのなら、むやみに動かず、人の意見に素直に従うことです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
26,山天大畜,1,0,平,「已」は止まること。「まだ危なっかしいところがあるので、天下に打って出てはならない」。機が熟していないので､まず内面の充実を図ることです。
26,山天大畜,2,0,平,「輿」は車。「輹」は車軸のこと。「車の車軸を外して車を止める」。実力が蓄えられてきても､今は踏み止まって現状を維持することです。
26,山天大畜,3,1,吉,艱貞」は困難に耐えて貞正を守ること。「輿衛」は天子の車を守護する武術のこと。「馬に乗って懸命に走る。困難に耐えて貞正を守るが良い。毎日武術の練習をする。進んで良い」。あなたの実力にさらに磨きをかける努力をすることで､上の人にも大いに認められる時です。今の頑張りが後に実となり､花となるのです。◎良い時です。
26,山天大畜,4,2,大吉,［牛告］は角木のこと。「子牛のツノに角木を縛りつけ、突き当たる危険を予防する。大いに吉」。多少の束縛はあっても、とんとん拍子に事の運ぶ時です。ただし、事の始めには注意を払うこと。◎大変良い時です。
26,山天大畜,5,2,大吉,「［豕賁］豕」は去勢したいのししのこと。「去勢したいのししは、牙が残っていてもおとなしくて危害を加えることはない。吉」。多少の束縛はありますが、かなり実力のある人でも無理なく従わせうる時です。◎大変良い時です。
26,山天大畜,6,2,大吉,「衢」は四方八方へ通じる要路のこと。「天の要路を四方八方へかけめぐる。通じる」。今や、じっくり蓄積してきたものを思う存分発揮でき、長い間希望してきたことが叶う時です。大川を渡ろうとするあなたを妨げるものは何もありません。◎大変良い時です。
27,山雷頤,1,-1,凶,「靈龜」は万年を経た亀のこと。「朶頤」は下あごを垂らす。すなわちもの欲しげにすること。「我」は上爻のこと。「万年を経た亀のように尊い自分の心を捨て、他のものを見上げて、もの欲しげにするのは凶」。隣の花は美しく見える時。上ばかりを見て、他人ばかりうらやむことはきっぱりやめることです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
27,山雷頤,2,-1,凶,「顛」はさかさま。「経」は常。「拂」は背く。「丘」は上爻の陽のこと。「さかさまに養われるのは常道に背く。上の人に養ってもらおうといけば凶」。人に期待したり、人に養われることを望むようでは駄目です。まず自立すること。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
27,山雷頤,3,-1,凶,「拂」は背くこと。山雷頤の道に背く。貞正であっても凶。十年間、事を行ってはならない。良いことはない」。他人のスネをかじっているくせに、やたらと不満の多いあなた、考え方があべこべです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
27,山雷頤,4,1,吉,「顛」はさかさま。「眈々」は野心を持って狙うこと。「遂々」はたくましいこと。「さかさまに下の者に養われる。吉。虎が獲物に狙いをつけてじっと見張っているように、求める心がたくましければ問題はない」。今に見ておれと虎視眈々と構える時です。根気よく、油断することなく進めば、徐々に希望が通じます。◎良い時です。
27,山雷頤,5,1,吉,「経」は常。「拂」は背くこと。「常道に背く。貞正さを守れば吉。大川を渡ってはならない」。力のない時ですから、野心は起こさずに、上司などに従うことです。
27,山雷頤,6,2,大吉,「万民が頼ってきて、これを養う。責任が重く危ういけれども吉。大川を渡っても良い」。生活力が旺盛な時、いろいろな人から頼られ、世話や苦労も多いでしょうが、誠意をもって応えることです。重圧をはねのけて成功に至ることができます。◎大変良い時です。
28,沢風大過,1,0,平,「茅」はイネ科の多年草。「柔らかな白い茅を下に敷いて重荷を受け止める。問題ない」。柔よく剛を制する時です。受身に慎重に行動すれば意外とうまくいきます。
28,沢風大過,2,0,平,「枯楊」は枯れ木。［禾弟」は切り株に生える芽のこと。「枯れ木から芽が出た。老夫が若い女を嫁にもらう。よろしい」。もはや駄目だと思った時に復活の兆しが現れます。挽回のチャンスですから、多少の不釣合いなど何のその、頑張ることです。
28,沢風大過,3,-1,凶,「棟がたわんで家が傾く。凶」。荷が重過ぎて堪えられない、沢風大過そのものの時です。助けてくれる人もなく、救いようのない状況ですが、これも強引路線を突っ走ったあなたに原因があるのです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
28,沢風大過,4,1,吉,「它」は他に心を移すこと。「棟が堂々として吉。よそ見をふると良くない」。重荷に屈せず、バーベルをぐっと持ち上げたような時です。気力で持っている今は、人のおだてに乗らず一心に頑張ることです。我が道を進みましょう。◎沢風大過の中では良い時です。
28,沢風大過,5,0,平,「枯楊」は枯れ木。「士夫」は若い男のこと。「枯れ木に花が咲いた。老婦が若い男を婿にした。何ということはない」。華やかに見えても、一時の幸運です。もの笑いの種にならぬよう、行いに細心の注意を払って、色情などで身を落とさぬことです。
28,沢風大過,6,-1,凶,「頂」は頭のこと。「大川を渡ろうとして頭まで水につかって凶。だが、その根性自体に問題はない」。自分の実力をわきまえずに突進して、溺死寸前の窮地に追い込まれてしまう時です。進まず身を守ることです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
29,坎為水,1,-1,凶,「習坎」は非常に困難なこと。「坎〓」は穴のまた穴の中のこと。「非常に困難な時、深い穴の底に落ち込んだ。凶」。どうしていいかわからず暗中模索の時です。坎為水の中でも、まさにどん底の今、下手にもがかず静観するべし。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
29,坎為水,2,0,平,穴の中に落ち込み危険である。努力すれば少しは得るところがある」。困難の中で、どうにか打開策の見出せる時です。努力すれば小さな願い事は叶うでしょう。ただし、現状維持が基本。◎坎為水の中では良い時です。
29,坎為水,3,0,平,「枕」は止まること。「坎〓」は穴のまた穴のこと。「進むも穴、退くも穴また穴で地獄である。危険極まりなく止まったが、深い穴の中に落ち込んだ。行動を起こしてはならない」。どう動いても危機が迫って、途方に暮れる時です。当分の間、甲羅に隠れる亀となるべし。◎あなたの考え方、進み方に大きな欠陥があります、よく反省し、方針の転換をしましょう。
29,坎為水,4,0,平,「〓」は竹の器。副え物。「缶」は素焼きの器。「約」は質素な物。「〓」は明かり窓のこと。「一杯の樽酒と竹の器に盛った副え物、素焼きの器を用いる。こうした質素なものを差し出す時に、正門からではなく明かり窓から入れる。最終的に問題はない」。質素に内輪に事を運び、誠意をもって行なうことです。虚礼は不可。
29,坎為水,5,0,平,「水があふれていたのが平らになる。問題はない」。困難が底をつき、前途に希望の光が見え始めた時です。今は土台を平らかに固めることに全力投球することです。
29,坎為水,6,-1,凶,「徽〓」は寄り合わせた頑丈な縄のこと。「叢棘」はいばらに囲まれた牢獄のこと。「頑丈な縄につながれ、いばらに囲まれた牢獄に閉じ込められる。三年たっても脱出できずに凶」。重刑に処せられるほど人の道に外れたことを続けてきたのではありませんか。いつまで続くかわからない困難の中で身動きの取れない時です。天罰と覚悟するべし。◎あなたの考え方、進み方に大きな欠陥があります、よく反省し、方針の転換をしましょう。
30,離為火,1,0,平,「錯然」はまぎらわしいこと。「足もとがごたごたしている。慎重に事を行えば問題はない」。見通しが悪く足元に注意する時です。とにかく最初が肝腎ですから、丁寧に丁寧に行うことです。
30,離為火,2,2,大吉,「黄」は中央の色。「離」は太陽のこと。「黄金の太陽が輝き、大いに吉」。まさに時を得てあなたの知性が冴えまくり、実力を発揮して波に乗り、財運にも恵まれる時です。ただし慎重さをお忘れなく。◎大変良い時です。
30,離為火,3,-1,凶,「缶」は徳利。「大耋」は八十歳の老人のこと。「日が傾くように人生にも夕暮れの時が訪れる。宴会では徳利を叩くだけで皆と一緒に歌おうとしない。老人が晩年を嘆く。凶」。見切りを付けるべき時です。自分だけのけ者にされないようにしましょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
30,離為火,4,0,平,「突然にやって来る。焼かれ、殺され、捨てられる」。危険がいっぱいで、思わぬ災難を被る時です。守りに徹しましょう。火事、色難に要注意。◎あなたの考え方、進み方に大きな欠陥があります、よく反省し、方針の転換をしましょう。
30,離為火,5,1,吉,「沱若」は涙があふれ流れること。「嗟若」は悲しみ傷つくこと。「涙がとめどもなく流れ心が傷つき、憂い嘆く。今は危うい時であることを知り、身を慎めば吉」。苦労の多い時ですが、謙虚にふるまえば通じます。目上の人の助力を乞うこと。
30,離為火,6,1,吉,「醜」は衆、すなわち小人のこと。「王が出陣して征伐をする。敵の大将の首を取るが雑兵は逃してやる。問題はない」。社長自らが陣頭指揮をとる時です。強気で当たるべき時ですが、目的達成のあかつきには寛大な処置をお忘れなく。◎良い時です。
31,沢山咸,1,0,平,「拇」は足の親指のこと。「足の親指に感じる程度」。大して感じておらず、ちょっと気がある程度です。気持ちがくすぐられても、まだまだ動くときではありません。会社でのあなたのせっかくの提案もボツになるでしょう。
31,沢山咸,2,-1,凶,「腓」はふくらはぎのこと。「足の曲線美に感ずるようでは凶。動かずにいれば吉」。誘惑があっても心を動かさず、じっとしているのが一番の時です。
31,沢山咸,3,0,平,「股に感じ色欲に溺れている。感ずるままに従っていく。進んだら恥をかくことになる」。会社の得意先が色仕掛けで近寄ってくるかもしれませんが、後がこわい時です。甘い話に乗ることなく、自分をしっかり保ちましょう。
31,沢山咸,4,1,吉,「憧憧」とはそわそわと心が落ち着かないこと。「貞正にして吉。悔いはなくなる。だが、そわそわといったりきたりするようであれば、似たような仲間が集まってくる」。つまらぬことに心が動きやすい時です。自分を固くガードすることが大切です。
31,沢山咸,5,0,平,「〓」は背肉のところで、欲のないこと。「背中に感じる程度。悔いはない」。鈍感といわれようとも、無関心ゆえ無事を守っているといったところです。
31,沢山咸,6,0,平,「輔頬舌」は口のこと。「口に感じる」。すなわち口先だけのうまい話に注意するときです。あなた自身、言動に気を配ることです。心で感じなければ、そして心に誠がなければ駄目です。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
32,雷風恒,1,-1,凶,「最初から深入りしようとする。貞正であっても凶。良いことはない」。最初から飛ばしすぎ、求めすぎで無理があるのではありませんか。自分の力量をわきまえることです。
32,雷風恒,2,0,平,「雷風恒の精神を守れば悔いはなくなる」。「継続は力なり」の時です。今までの方針どおりに根気よく進みましょう。
32,雷風恒,3,0,平,「徳に欠け、節度がない。恥をかくことになる。貞正にしていても非難される。」方針を変えてはならない雷風恒の時にふらふらと方針が定まらず、あれもこれもと気が多く、多情による過ちを起こしやすい時です。このままでは信用も名誉も失います。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
32,雷風恒,4,0,平,「禽」は鳥、獲物のこと。「田んぼで狩をして獲物がなかった」。労して功なし、とんだ見込み違いで利益のあがらない時です。すべて断念して、早く手を引くこと。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
32,雷風恒,5,-1,凶,「徳を維持し貞正を守る。婦人は吉でも男子には凶」。柔順を旨とすべき立場の人にはよくても、自発性、臨機応変を旨とすべき立場の人には良くありません。いつでも頑固で融通がきかないと、今のご時世、マイナスになります。
32,雷風恒,6,-1,凶,「雷風恒の道を守らず絶えず動揺している。凶」。不動心とはほど遠く、確固とした目的もないのに、目移りばかりしている時です。どんなに忙しく飛び回っても成果はなく、見当外れの努力にほかなりません。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
33,天山遯,1,0,平,「逃げ送れてしまい、危うい。進んではならない」。ぐずぐずして尻尾をつかまれ、逃げるチャンスを逸した時です。こうなったら下手に動かず、止まってじっと時を待ち、身を守ることです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
33,天山遯,2,0,平,「黄牛の革で固く縛り付ける。これをとき解くことができない」。逃げそこなってしまった以上、しっかりした意志を持って、面の皮を厚くして居座ることです。自由があまりきかない今、死んだふりをしてチャンスをうかがうことも必要でしょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
33,天山遯,3,1,吉,「逃げようとして後ろ髪引かれて止まる。病にかかったように不自由で危うい。臣や妾を養うくらいなら吉」。逃げるべき天山遁の時に、私情に縛られ、未練がましく右往左往している時です。思いきりが肝腎です。
33,天山遯,4,1,吉,「好きだけど逃げる。君子は吉。小人は欲のために逃げることができず良くない」。好きな人やものを振りきってでも身を引く時です。私利私欲に凝り固まっている小人には難しいことかもしれませんが・・・・・・。
33,天山遯,5,1,吉,「喜んで立派に逃げる。貞正にして吉」。引くのに何の支障もなく、花道を飾ることができます。◎良い時です。
33,天山遯,6,2,大吉,「豊かに逃げる。よろしい」。功成り名遂げて悠々と引退し、自由の境地を楽しめます。◎大変良い時です。
34,雷天大壮,1,-1,凶,「足を躍らせてしきりに進もうとする。進めば凶。誠の心をもつことだ」。実力もないのに気ばかり焦っています。ここはぐっと止まって、短気を慎むべきです。急進すれば、「飛んで火に入る夏の虫」になってしまいます。
34,雷天大壮,2,1,吉,「貞正にして吉」。野心など抱かず、誠実に現状を守れば良い時です。◎良い時です。
34,雷天大壮,3,0,平,「罔」は無。「羝羊」は牡羊。「藩」は垣根のこと。「小人は盛んに進むばかりで限度を知らないが、君子は度を越すことがない。貞正にしていても危うい。牡羊が突進して垣根に角をひっかけて苦しむような状態になる」。才人は才に溺れ、小人は血気にはやり、にっちもさっちもいかなくなってしまう時です。自ら墓穴を掘らぬよう、何事にも首を突っ込まないことです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
34,雷天大壮,4,2,大吉,「藩」は垣根。「大輿」は大車。「輹」は車軸のこと。「貞正にして吉。悔いはなくなる。垣根が開けて苦しまずに済む。大車の車軸が頑丈である」。障害が取り払われ、道が自然に開ける時ですから、初心を貫き通すべきです。仕事に打ち込みましょう。◎大変良い時です。
34,雷天大壮,5,0,平,「易」はここでは境界のこと。「羊を境界で見失う。悔いはない」。去る者は追わず、何事にも関わらないのが一番の時です。
34,雷天大壮,6,1,吉,「羝羊」は牡羊のこと。「藩」は垣根のこと。「牡羊が垣根に角をひっかけて退くことも進むこともできない。良い事はない。反省して身を慎めば吉」。スピードを落とすべき時に暴走して進退に窮する時です。分外のことに手を出さないこと。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
35,火地晋,1,1,吉,「晋如」は進むこと。「摧如」は阻まれ進めないこと。「罔」は無の意味。「進もうとしても進めない。貞正にして吉。信頼を得られなくても心に余裕を持っていれば問題はない」。妨害がある時ですが、焦らず心を大きく持って、チャンスが訪れる日を待つことです。小休止といったところ。◎良い時です。
35,火地晋,2,1,吉,「晋如」は進むこと。「愁如」は愁い止まること。「介」は大きいこと。「進もうとしても心配で進めない。貞正にして吉。王母がヒイキにしてくれて大きな幸せを受ける」。目上の人や上司に気に入られて引き立てが得られるか、または諦めかけていたところに思いがけない幸せが転がり込むような時です。最後まで投げ出さないこと。◎良い時です。
35,火地晋,3,2,大吉,「允」は誠の心のこと。「仲間から信頼されて悔いがなくなる」。周囲の人々があなたのことを認めて信任してくれます。支持と協力を得て発展する気運です。選挙などには当選するでしょう。◎大変良い時です。
35,火地晋,4,0,平,「晋如」は進むこと。「〓鼠」は大きな鼠のこと。「大ねずみのように貧欲に進む。貞正にしていても危うい」。欲にかられて動き、不正や腐敗の渦中に置かれる時です。欲を捨てて退き、身の安全を図ることです。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
35,火地晋,5,2,大吉,「悔いがなくなる。損得を気にせず進めば吉。よろしい」。目先の損得に構わず押しの一手で進むと成功するでしょう。障害に屈したり、高嶺の花とハナから諦めないことです。◎大変良い時です。
35,火地晋,6,0,平,「邑」は村のこと。「頂上まで登りつめた。村の内乱を鎮圧する。危ういけれども吉。.問題はない。ただし貞正であっても、力による内部の粛清は恥ずべきことである」。これ以上間口を拡げてはならない時です。あなたが上司ならば、部下に厳しすぎて反感を持たれている可能性があります。心を広く持って冷静に対処しましょう。
36,地火明夷,1,0,平,「地火明夷の時、鳥が翼を垂れ、人目を避けて飛び去る。君子も逃れ去るが、三日も食べることができない。進めば上司より小言をいわれる」。今は何をやってもうまくいかず、障害の多い時です。即刻、身を引くべし。
36,地火明夷,2,1,吉,「地火明夷の時、左ももが傷ついたが、強壮なる馬の助けで救われる。速やかに逃げて吉」。大急ぎで身を引けば、小さな傷で済む時です。強力な助っ人を得ること。
36,地火明夷,3,1,吉,「疾」は急ぐこと。「地火明夷の時、南へ攻め、敵の大将の首をとる。だだし、あまり急いで軽率に行ってはならない」。最後の決断として、断固とした手段で決着をつけるべき時ですが、性急さは禁物です。◎地火明夷の中では良い時です。
36,地火明夷,4,0,平,「相手の腹心になって、悪人の腹の内を探り得た。門庭を出て危険を回避する」。とうとう悪人の腹の内を知りえました。うまい逃げ道を考え、何としてでも脱出することです。うまい話には裏がある時。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
36,地火明夷,5,0,平,「箕子」は殷の紂王の下臣の一人。「箕子が暴君紂王に対して狂人のふりをして、智恵を晦まし難を免れたように、貞正であれば良い」。悔しい思いをしても、徹底して暗愚をよそおい、難を逃れるときです。大石内蔵助にならいましょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
36,地火明夷,6,0,平,「暗愚な者は、初めは天に昇るような勢いであるが、後には地に沈み、身を滅ぼしてしまう」。紂王の末路のように、一時的な盛運に驕っても、今や没落の危機に直面している時です。これまであなたが力にのみ頼り、人を傷つけ苦しめてきたことへの当然の報いでしょう。◎あなたの考え方、進み方に大きな欠陥があります。よく反省し、方針の転換をしましょう。
37,風火家人,1,0,平,「門を閉じて家を守れば、悔いはなくなる」。厳重な戸締まりと同様に丹念な準備を怠らずに内部を固める時です。物事は、最初に締めることが肝腎です。
37,風火家人,2,1,吉,「中饋」は台所仕事のこと。「自分を立てて通そうとしない。台所の仕事を怠らない。貞正にして吉」。本業に専念する時です。役割を分担しましょう。
37,風火家人,3,0,平,「〓々」は口やかましいこと。「嬉々」は笑い楽しむこと。「家族に口やかましく接すれば波風が立つが、行きすぎを反省すれば吉。また、女子どもがきゃあきゃあ笑ころげるような節度のなさでは、結局は恥ずべきことになる」。内部に乱れが出てくる時ですから、上手に締めることです。雰囲気づくりに気を配りましょう。
37,風火家人,4,2,大吉,「家が豊かになる。大吉」。家業に専念して大利を得る時です。穏和な路線を守ること。◎大変良い時です。
37,風火家人,5,2,大吉,「王様が家を治める。心配しなくとも良い。吉」。家庭の中は安定し、円満で心が通じ合い、運気も好調な時です。会社の中も、社長や部長を中心に一致団結というところ。◎大変良い時です。
37,風火家人,6,1,吉,「威如」は威厳があること。「誠があって、しかも威厳がある。最終的には吉」。常に反省しつつ締めていけば、家の繁栄は継続することでしょう。◎良い時です。
38,火沢睽,1,0,平,「悔いはなくなる。馬を見失うが、追わずとも向こうから戻ってくる。悪人でも心を広くして会えば問題はない」。一度背いた者もまた戻ってくる時です。去る者は追わず、放任することです。また、気に入らぬからと避けて通るのは損になる時。
38,火沢睽,2,1,吉,「巷」は町の小路のこと。「町の小路で主人に遭う。問題はない」。意外なことから解決策が見出せる時です。裏工作が功を奏しますが、相談して行うことです。◎火沢[目癸]の中では良い時です。
38,火沢睽,3,0,平,"「輿」は車のこと。「車が引き戻され,牛も引き止められて進めない。髪を切られ、鼻を切られるような憂き目に遭う。初めは良くないが、終りは良い」。周囲の人に誤解されたり、濡れぎぬを着せられたりと、苦労の多い時です。何事も関与しないが一番です。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。"
38,火沢睽,4,0,平,「［目癸］狐」は背いて孤立すること。「元夫」は善良な人のこと。「背いて孤立するが、善良な人に会い、誠をもって交わるようになる。危ういけれども問題はない」。意見が対立して孤立しやすい時ですが、正しくしていれば必ず素晴らしい理解者、かけがえのない親友が得られます。自我を抑えて柔和な態度を心がけること。
38,火沢睽,5,0,平,"「宗」は身内,親族のこと。「悔いはなくなる。同族と会って、柔らかい肉を噛むが如く和解できる。進んで事を行っても何の問題があろうか」。仲間と親しみ協力しつつ、解決に当たる時です。もめ事の後の仲直りといったところ。"
38,火沢睽,6,1,吉,「［目癸］狐」は背いて孤立すること。「豕」は豚。「塗」は泥。「寇」は敵、賊のこと。「背いて孤立する。泥まみれの豚と鬼が車に載っている。最初は弓を引いて射ようとするが、後には弓を下ろす。相手は敵ではなく求婚しようとして来たのである。進んで雨に流せば吉」。完全に疑心暗鬼の状態です。見方を変えれば疑いや誤解もとけて、すんなりと解決する時です。お互いに過去はサラリと水に流すこと。
39,水山蹇,1,0,平,「進めば困難にあい、退けば誉を受ける」。退いて時を待つ時です。
39,水山蹇,2,0,平,蹇々」は困難苦労の多いこと。「大臣が悩み苦しみつつ事に当るが、一個人のためではなく国のためである」。人のために身を粉にして働く時です。腹を据えて献身の精神に徹すること。
